Year,Month,District,Rainfall_mm,SoilMoisture,Temperature_C,Humidity_%,NDVI,Evapotranspiration_mm,GroundwaterLevel_m,Drought_Index,Crop_Yield_Loss_%
2012,2,Mahottari,37.45,0.29,22.3,52.9,0.7,123.99,14.98,0.64,23.07
2012,2,Sarlahi,24.72,0.23,16.9,42.2,0.31,97.65,9.7,0.8,23.15
2012,2,Rautahat,177.16,0.26,21.2,47.8,0.72,40.94,5.3,0.36,7.95
2012,2,Bara,46.62,0.4,21.4,86.4,0.63,75.64,10.27,0.38,2.05
2012,2,Parsa,337.84,0.08,34.4,87.5,0.47,65.52,10.74,0.15,0.22
2012,2,Chitwan,37.65,0.36,19.7,43.4,0.43,133.6,9.1,0.42,11.89
2012,2,Nawalparasi,203.22,0.37,27.2,72.9,0.3,77.86,14.02,0.17,0.62
2012,2,Rupandehi,291.95,0.36,17.1,50.1,0.55,68.87,3.81,0.12,0.27
2012,2,Kapilvastu,312.46,0.11,22.2,78.3,0.37,26.32,8.01,0.21,2.01
2012,2,Dang,8.86,0.1,31.6,80.2,0.56,112.98,4.99,0.93,17.66
2012,2,Banke,191.95,0.29,17.1,44.6,0.32,120.54,4.91,0.42,14.41
2012,2,Bardiya,238.88,0.27,29,86.2,0.57,85.03,8.42,0.25,5.83
2012,2,Kailali,213.55,0.3,21.1,59.2,0.72,23.17,9.24,0.27,6.99
2012,2,Kanchanpur,241.56,0.19,31.5,52.5,0.21,72.77,12.81,0.28,6.66
2012,3,Jhapa,21.1,0.25,37.5,52.5,0.24,29.11,9.74,0.83,24.57
2012,3,Morang,164.09,0.38,19.6,88.6,0.63,85.58,13.76,0.25,7.22
2012,3,Sunsari,193.98,0.28,32.2,61.6,0.39,49.48,14.54,0.38,6.65
2012,3,Saptari,0.64,0.39,28.8,86.4,0.3,23.92,5.79,0.36,4.61
2012,3,Siraha,373.4,0.17,34.2,65.8,0.47,105.06,6.35,0.03,0.59
2012,3,Dhanusha,117.51,0.07,18.2,81.4,0.37,146.91,14.55,0.41,12.27
2012,3,Mahottari,93,0.23,25.1,43.6,0.43,25.83,8.95,0.59,11.05
2012,3,Sarlahi,320.77,0.33,23.1,55.7,0.59,50.29,5.45,0.08,0.15
2012,3,Rautahat,318.8,0.13,27.9,72.3,0.32,57.05,5.06,0.11,0.61
2012,3,Bara,210.69,0.34,20.1,52.3,0.21,108.47,3.49,0.17,0.57
2012,3,Parsa,122.27,0.35,29.4,59.4,0.31,97.73,11.21,0.42,11.72
2012,3,Chitwan,98.38,0.32,29.1,77.7,0.25,106.67,8.35,0.54,8.79
2012,3,Nawalparasi,76.29,0.15,27.5,68.2,0.49,70.23,11.7,0.7,29.06
2012,3,Rupandehi,284.11,0.11,31.8,41.3,0.48,24.39,5.05,0.29,5.41
2012,3,Kapilvastu,182.75,0.18,37.7,80.4,0.72,127.34,8.51,0.49,14.06
2012,3,Dang,106.75,0.27,24,44.9,0.3,29.44,9.26,0.3,7.18
2012,3,Banke,287.2,0.42,18.7,86,0.48,116.04,5.73,0.13,1.65
2012,3,Bardiya,355.39,0.09,15.6,42.5,0.79,144.34,7.49,0.08,1.22
2012,3,Kailali,247.55,0.17,36.5,75.1,0.68,104.45,5.7,0.37,3.67
2012,3,Kanchanpur,115.67,0.07,26.7,57.7,0.49,119.19,13.25,0.65,16.45
2012,4,Jhapa,179.79,0.24,22.5,72.5,0.65,87.87,13.88,0.26,6.19
2012,4,Morang,84.76,0.12,23.6,88.9,0.41,72.93,4.39,0.4,11.85
2012,4,Sunsari,58.28,0.31,15.3,64.9,0.44,60.19,6.97,0.32,7.25
2012,4,Saptari,240.15,0.28,29.5,43.9,0.71,135.27,11.58,0.23,2.13
2012,4,Siraha,384.52,0.43,31.4,83.9,0.51,52.58,11.83,0.02,0.34
2012,4,Dhanusha,266.08,0.3,19.4,72.1,0.41,114.01,2.22,0.12,0.01
2012,4,Mahottari,306.67,0.18,16.8,75.4,0.69,38.44,6.82,0.22,6.49
2012,4,Sarlahi,326.79,0.39,27.2,68.9,0.49,130.28,9.32,0.1,0.39
2012,4,Rautahat,173.59,0.2,26.1,56.8,0.42,64.66,14.92,0.35,7.24
2012,4,Bara,102.55,0.19,28.6,83,0.75,122.42,12.95,0.3,5.79
2012,4,Parsa,368.21,0.14,25.5,60.1,0.43,69.64,10.48,0.05,0.36
2012,4,Chitwan,246.53,0.2,22.2,88.7,0.41,124.49,9.81,0.21,5.18
2012,4,Nawalparasi,333.06,0.24,20.6,51.5,0.6,114.46,8.03,0.08,1.42
2012,4,Rupandehi,222.9,0.15,36.6,75.8,0.58,57.95,4.8,0.43,11.87
2012,4,Kapilvastu,283.12,0.29,29.1,64,0.56,66.81,14.19,0.13,0.84
2012,4,Dang,8.13,0.19,18,83.5,0.42,99.07,2.29,0.85,17.56
2012,4,Banke,244.12,0.17,22.2,41.3,0.48,52.25,2.06,0.34,6.6
2012,4,Bardiya,143.1,0.1,15.5,49,0.72,55.64,8.54,0.31,4.71
2012,4,Kailali,18.69,0.35,17.9,61.8,0.22,96.34,2.18,0.54,11.03
2012,4,Kanchanpur,115.53,0.18,15.1,73.3,0.78,87.21,9.44,0.63,26.34
2012,5,Jhapa,319.01,0.29,32.5,83.3,0.47,68.27,12.7,0.17,1.72
2012,5,Morang,55.12,0.27,30.7,72.3,0.25,140.85,8.76,0.39,5.33
2012,5,Sunsari,71.3,0.16,17.8,66.7,0.36,84.01,12.84,0.77,28.23
2012,5,Saptari,97.79,0.07,29.3,80.4,0.45,147.97,12.14,0.6,28.39
2012,5,Siraha,4.89,0.36,19.5,46.7,0.55,78.16,9.43,0.61,28.24
2012,5,Dhanusha,182.76,0.06,15.9,63.5,0.59,143.72,12.11,0.33,6.89
2012,5,Mahottari,22.35,0.07,18.6,75.3,0.79,71.83,12.96,0.69,26.2
2012,5,Sarlahi,242.17,0.43,20.3,52.3,0.47,132.41,9.17,0.19,1.27
2012,5,Rautahat,83.57,0.35,15.3,70.2,0.75,22.39,10.2,0.58,14.74
2012,5,Bara,231.36,0.24,34.6,42.5,0.6,121.64,3.5,0.36,6.5
2012,5,Parsa,11.41,0.11,30.3,58.3,0.5,117.79,4.49,0.9,17.66
2012,5,Chitwan,355.4,0.42,36.2,75.7,0.69,109.47,13.88,0.05,0.5
2012,5,Nawalparasi,381.57,0.06,36.2,82.6,0.53,34.53,4.79,0.04,1.93
2012,5,Rupandehi,202.45,0.44,17.7,71.7,0.45,63.14,8.71,0.16,1.95
2012,5,Kapilvastu,264.65,0.05,17,58.4,0.22,132.4,6.07,0.2,5.98
2012,5,Dang,180.15,0.39,15.3,72.1,0.27,109.07,14.53,0.35,3.21
2012,5,Banke,104.45,0.26,37.4,88.4,0.52,68.56,6.98,0.36,5.65
2012,5,Bardiya,287.57,0.32,20.3,84.8,0.54,66.38,5.12,0.11,1.08
2012,5,Kailali,153.26,0.16,36.4,86,0.32,116.92,10.49,0.44,14.8
2012,5,Kanchanpur,332.82,0.33,22.2,79.7,0.5,142.78,2.3,0.08,0.37
2012,6,Jhapa,100.72,0.12,20.3,66.1,0.24,148.96,13.31,0.67,25.92
2012,6,Morang,286.04,0.27,33.7,71.7,0.71,50.26,7.98,0.11,0.95
2012,6,Sunsari,391.38,0.32,35.6,58.9,0.71,95.67,13.62,0.01,1.53
2012,6,Saptari,151.71,0.36,18.1,87,0.38,99.11,7.46,0.46,8.14
2012,6,Siraha,383.4,0.25,27.4,77.3,0.63,79.44,4.47,0.04,0.96
2012,6,Dhanusha,295.11,0.15,34.2,51.7,0.57,50.72,10.48,0.17,1.3
2012,6,Mahottari,106.09,0.39,36.4,45.9,0.35,140.65,5.1,0.36,5.77
2012,6,Sarlahi,23.29,0.15,23.9,76.7,0.76,51.48,6.75,0.61,23.73
2012,6,Rautahat,120.83,0.32,24.9,54.6,0.32,115.43,2.35,0.24,7.39
2012,6,Bara,142.47,0.23,30.6,58.7,0.48,97.26,9.75,0.43,8.7
2012,6,Parsa,373.59,0.43,28.4,64.2,0.24,83.85,4.4,0.04,0.53
2012,6,Chitwan,75.39,0.33,16.8,85.8,0.77,45.4,10.59,0.57,12.35
2012,6,Nawalparasi,99.15,0.42,23.9,81.6,0.78,146.28,4.45,0.36,4.67
2012,6,Rupandehi,77.37,0.14,16.9,79.5,0.29,102.19,7.84,0.55,11.22
2012,6,Kapilvastu,132.8,0.44,16.1,79.8,0.24,111.18,13.54,0.32,2.66
2012,6,Dang,195.93,0.16,15.3,68.9,0.51,81.83,6.48,0.51,10.93
2012,6,Banke,291.53,0.33,21.1,79.3,0.55,39.34,3.58,0.2,5.86
2012,6,Bardiya,277.5,0.36,18.5,57.6,0.75,37.3,13.31,0.17,0.6
2012,6,Kailali,42.17,0.16,19.2,70.6,0.49,143.47,6.26,0.72,17.67
2012,6,Kanchanpur,356.69,0.3,23.3,79.8,0.79,44.36,8.8,0.07,1.98
2012,7,Jhapa,0.26,0.33,21.1,84.6,0.3,55.65,14.57,0.72,17.26
2012,7,Morang,85.5,0.1,23.4,77.6,0.56,132.73,14.56,0.55,10.58
2012,7,Sunsari,239.6,0.11,16.7,56.1,0.56,90.08,13,0.42,10.79
2012,7,Saptari,15.88,0.22,37.3,63.6,0.68,24.39,13.37,0.58,9.2
2012,7,Siraha,145.91,0.19,28.7,47.2,0.52,105.36,9.46,0.57,12.02
2012,7,Dhanusha,102.89,0.39,30.3,55.6,0.47,43.74,2.1,0.26,3.94
2012,7,Mahottari,21.94,0.24,33.9,46.3,0.37,130.21,11.16,0.46,12.32
2012,7,Sarlahi,257.82,0.11,30.1,42.5,0.29,71.03,9.37,0.29,7.35
2012,7,Rautahat,61.32,0.18,25.6,63.8,0.72,44.35,6.52,0.43,10.28
2012,7,Bara,118.31,0.3,20.9,71.3,0.66,85.67,3.12,0.45,12.7
2012,7,Parsa,227.7,0.19,15.3,68.9,0.32,72.74,4.6,0.33,2.05
2012,7,Chitwan,284.93,0.39,29.9,53.1,0.61,99.1,14.81,0.14,0.6
2012,7,Nawalparasi,106.5,0.1,26.2,87.9,0.26,55.12,8.27,0.39,7.17
2012,7,Rupandehi,385.53,0.35,24,72,0.72,133.81,13.83,0.01,0.54
2012,7,Kapilvastu,80.72,0.09,36,41.1,0.23,58.47,8.33,0.6,26.47
2012,7,Dang,362.76,0.16,15.7,62.7,0.8,60.48,13.4,0.06,1.18
2012,7,Banke,265.25,0.15,26.6,53.7,0.35,143.64,2.79,0.34,2.38
2012,7,Bardiya,357.24,0.24,28.8,86.9,0.59,29.22,2.23,0.07,1.24
2012,7,Kailali,108.6,0.2,30.7,82.8,0.34,115.3,7.96,0.49,11.94
2012,7,Kanchanpur,111.42,0.13,34.1,71.8,0.4,73.54,12.32,0.56,12.17
2012,8,Jhapa,176.69,0.15,32.6,80.2,0.31,140.68,3.95,0.34,6.08
2012,8,Morang,169.7,0.12,24.3,83.4,0.33,37.68,5.11,0.34,4.11
2012,8,Sunsari,42.38,0.44,15.1,47.2,0.59,131.35,14.14,0.47,12
2012,8,Saptari,279.28,0.09,23.1,45.8,0.64,64.98,6.07,0.22,2.45
2012,8,Siraha,26.58,0.1,35.1,68.4,0.21,110.07,11.99,0.72,27.04
2012,8,Dhanusha,292.31,0.31,25.5,72.6,0.43,142.37,14.64,0.2,7.08
2012,8,Mahottari,78.92,0.23,26.4,74,0.65,106.81,8.69,0.36,4.77
2012,8,Sarlahi,9.62,0.36,19.9,41.8,0.59,34.82,3.49,0.44,11.21
2012,8,Rautahat,364.09,0.29,23.3,64.4,0.67,101.39,10.06,0.07,0.69
2012,8,Bara,3.17,0.15,17.5,57.7,0.6,52.32,7.85,0.66,23.72
2012,8,Parsa,57.28,0.43,36.5,78.7,0.25,127.56,8.35,0.52,8.75
2012,8,Chitwan,60.46,0.1,35.5,73.4,0.74,80.57,13.31,0.59,13.43
2012,8,Nawalparasi,74,0.18,18.1,72.8,0.66,148.08,9.1,0.58,9.86
2012,8,Rupandehi,298.44,0.14,22.7,52.7,0.45,97.3,13.06,0.16,1.58
2012,8,Kapilvastu,188.36,0.35,17,78.4,0.51,38.77,9.01,0.21,5.84
2012,8,Dang,94.78,0.39,22.7,43.4,0.31,80.49,13.39,0.5,14.13
2012,8,Banke,131.03,0.31,23.2,88.4,0.24,63.16,12.67,0.34,3.03
2012,8,Bardiya,15.91,0.28,17.4,78.8,0.61,21.03,2.19,0.75,29.8
2012,8,Kailali,29.77,0.17,37,68,0.79,40.98,9.29,0.47,8.98
2012,8,Kanchanpur,180.95,0.42,32.3,64.4,0.66,55.04,7.65,0.26,4.38
2012,9,Jhapa,119.56,0.09,17.9,52.8,0.31,46.47,5.15,0.45,12.21
2012,9,Morang,182.29,0.25,22.1,86.2,0.74,91.91,12.24,0.22,7.04
2012,9,Sunsari,65.25,0.22,25,45.6,0.41,21.16,12.61,0.41,11.74
2012,9,Saptari,398.19,0.36,28.3,52.6,0.29,87,5.39,0,1.04
2012,9,Siraha,331.81,0.2,25.4,68.9,0.71,31.41,9.73,0.14,0
2012,9,Dhanusha,170.09,0.38,36.7,76.2,0.48,79.3,8.53,0.4,12.01
2012,9,Mahottari,267.22,0.14,16.5,81.4,0.77,53.94,10.3,0.18,1.33
2012,9,Sarlahi,120.11,0.3,17.5,66.8,0.78,27.56,7.7,0.26,4.89
2012,9,Rautahat,316.19,0.1,25.1,40.3,0.38,60.56,12.12,0.18,1.08
2012,9,Bara,299.63,0.37,35.7,88.5,0.58,63.35,7.55,0.11,1.19
2012,9,Parsa,352.47,0.24,36.7,82.9,0.69,137.14,10.88,0.08,1.67
2012,9,Chitwan,356.71,0.09,37.2,73.2,0.4,77.19,12.29,0.1,0.21
2012,9,Nawalparasi,357.22,0.21,23.6,55.1,0.22,80.15,11.41,0.06,1.97
2012,9,Rupandehi,185.09,0.14,32.8,42.1,0.24,111.7,6.93,0.31,2.9
2012,9,Kapilvastu,341.39,0.25,28.8,78.1,0.64,105.16,11.5,0.13,1.58
2012,9,Dang,235.66,0.2,20.6,45.6,0.74,146.09,6.65,0.37,2.28
2012,9,Banke,89.01,0.32,19,40.5,0.67,139.99,14.53,0.34,6.08
2012,9,Bardiya,383.26,0.35,16.9,48.2,0.45,111.01,14.44,0.03,1.52
2012,9,Kailali,51.09,0.24,37.3,85.4,0.78,49.63,6.15,0.52,12.15
2012,9,Kanchanpur,293.94,0.44,35.5,80.9,0.33,118.76,2.63,0.16,1.19
2012,10,Jhapa,240.62,0.43,37.1,84,0.23,40.87,8.29,0.22,2.1
2012,10,Morang,325.78,0.44,29.2,73.8,0.35,23.26,4.9,0.12,0.71
2012,10,Sunsari,370.51,0.18,35.1,62.1,0.44,60.08,8.61,0.04,1.12
2012,10,Saptari,365.52,0.24,21.4,52.5,0.71,149.84,10.43,0.07,0.38
2012,10,Siraha,95.53,0.07,16.8,74.9,0.75,32.54,8.3,0.57,11.79
2012,10,Dhanusha,340.14,0.12,25.1,69.4,0.35,53.26,5.95,0.14,1.98
2012,10,Mahottari,6.63,0.21,19.3,49.8,0.78,95.75,13.29,0.62,23.54
2012,10,Sarlahi,324.01,0.22,19.1,79,0.66,119.06,14.95,0.13,0.96
2012,10,Rautahat,58.11,0.18,25.4,87.2,0.28,122.45,8.85,0.7,15.29
2012,10,Bara,235.72,0.26,16.6,60.8,0.29,130.44,14.88,0.18,0.94
2012,10,Parsa,324.03,0.3,37.1,67.1,0.34,90.83,7.31,0.11,1.29
2012,10,Chitwan,107.54,0.25,29.4,84,0.25,116.59,11.18,0.29,2.68
2012,10,Nawalparasi,170.34,0.07,25.6,58.7,0.28,104.17,2.61,0.55,10.99
2012,10,Rupandehi,33.14,0.05,37.1,85.6,0.8,92.22,5.11,0.98,16.84
2012,10,Kapilvastu,369.21,0.39,27.5,83.8,0.24,31.5,13.66,0.03,1.84
2012,10,Dang,173.76,0.18,29.8,51.6,0.68,115.12,10,0.33,7.81
2012,10,Banke,105,0.34,33.5,59.4,0.27,44.35,10.85,0.29,5.57
2012,10,Bardiya,225.32,0.3,32.9,46.2,0.68,56.41,9.04,0.16,0.97
2012,10,Kailali,336.81,0.39,21.9,44.6,0.3,29.11,9.47,0.09,1.91
2012,10,Kanchanpur,272.24,0.32,29.1,41.8,0.73,69.18,13.73,0.19,1.86
2012,11,Jhapa,45.1,0.21,28.7,84.4,0.22,93.77,6,0.75,20.61
2012,11,Morang,213.31,0.29,36.7,72.4,0.66,76.98,8.2,0.24,2.23
2012,11,Sunsari,80.08,0.09,22.2,51,0.67,53.45,3.7,0.44,13.45
2012,11,Saptari,271.59,0.3,30.8,65.7,0.39,137.11,7.87,0.13,1.82
2012,11,Siraha,379.52,0.44,30.2,55.8,0.77,90.4,5.99,0.03,0.87
2012,11,Dhanusha,223.58,0.29,25.1,40.4,0.73,75.47,5.55,0.26,3.89
2012,11,Mahottari,388.23,0.38,29.2,59.3,0.7,125.34,14.11,0.01,0.36
2012,11,Sarlahi,221.94,0.09,37.2,64.8,0.79,122.58,7.9,0.47,9.27
2012,11,Rautahat,174.15,0.17,27.1,86.4,0.23,148.95,7.51,0.43,10.32
2012,11,Bara,289.71,0.17,20.1,43.4,0.8,120.38,5.25,0.15,1.27
2012,11,Parsa,278.77,0.17,20.1,87.1,0.64,108.3,8.26,0.24,4.64
2012,11,Chitwan,271.86,0.41,19.4,88.6,0.38,33.59,5.96,0.1,1
2012,11,Nawalparasi,385.14,0.35,27,65.1,0.67,91.95,2.05,0.02,0.78
2012,11,Rupandehi,239.57,0.16,19.7,76,0.36,101.07,3.9,0.3,6.11
2012,11,Kapilvastu,169.07,0.19,33.6,58.4,0.5,69.19,13.42,0.34,5.58
2012,11,Dang,343.6,0.25,19.8,44.3,0.57,57.09,3.91,0.1,0.65
2012,11,Banke,96.68,0.34,34.3,51.5,0.72,55.12,10.59,0.28,6.94
2012,11,Bardiya,249.1,0.4,15.9,74.6,0.79,127.52,11.9,0.15,0.45
2012,11,Kailali,308.11,0.45,32.7,88.5,0.41,99.81,6.38,0.06,1.66
2012,11,Kanchanpur,360.06,0.28,33,64.1,0.75,51.67,9.53,0.08,0.57
2012,12,Jhapa,308.64,0.2,31.3,46,0.44,34.44,3.39,0.18,0.44
2012,12,Morang,13.01,0.26,30.5,47.4,0.28,99.54,9.77,0.44,13.8
2012,12,Sunsari,161.63,0.35,15.4,63.2,0.29,149.46,11.54,0.44,8.39
2012,12,Saptari,251.92,0.39,34.4,43.6,0.39,83.87,10.29,0.23,4.37
2012,12,Siraha,378.32,0.22,23.5,74.3,0.74,35.38,2.51,0.04,1.89
2012,12,Dhanusha,154,0.36,16.6,51.4,0.43,50.59,11.61,0.45,8.48
2012,12,Mahottari,183.18,0.38,36.1,74.5,0.63,75.8,9.44,0.34,4.83
2012,12,Sarlahi,349.97,0.41,36.4,80.7,0.69,39.08,11.72,0.08,1.28
2012,12,Rautahat,351.15,0.42,26.7,63.7,0.59,21.24,9.45,0.07,0.93
2012,12,Bara,384.92,0.41,33.3,41.5,0.23,72.26,11.05,0.01,1.54
2012,12,Parsa,94.33,0.41,18,81.7,0.23,95.48,14.3,0.39,5.27
2012,12,Chitwan,389.91,0.35,25.1,62.4,0.77,75.46,6.55,0.01,0.69
2012,12,Nawalparasi,325.59,0.42,23.2,79.2,0.48,136.78,2.61,0.08,1.35
2012,12,Rupandehi,181.69,0.2,25.3,64.6,0.45,118.36,14.06,0.39,3.03
2012,12,Kapilvastu,333.09,0.34,22.6,59.8,0.55,106.69,2.31,0.1,0.61
2012,12,Dang,397.06,0.3,22.7,49.7,0.35,47.23,7.22,0.01,0.69
2012,12,Banke,54.07,0.2,29,53.4,0.29,25.76,2.45,0.69,19.69
2012,12,Bardiya,76.05,0.27,25.5,44.6,0.39,128.36,8.56,0.46,14.84
2012,12,Kailali,118.31,0.44,37.5,64.1,0.35,41.74,8.44,0.29,4.21
2012,12,Kanchanpur,164.06,0.26,20.3,46.9,0.27,94.16,14.12,0.24,2.4
2013,1,Jhapa,281.93,0.23,21.8,62.2,0.71,79.34,9.58,0.17,0.1
2013,1,Morang,32.5,0.29,24.6,50.4,0.25,97.46,2.13,0.72,15.71
2013,1,Sunsari,312.43,0.07,29.9,68.8,0.77,42.26,7.42,0.15,0.19
2013,1,Saptari,180.17,0.3,24.3,51.9,0.29,31.58,11.68,0.31,3.84
2013,1,Siraha,338.98,0.35,16.1,80.5,0.32,57.96,9.73,0.08,1.53
2013,1,Dhanusha,24.13,0.15,23.7,55.8,0.31,90.89,8.21,0.76,20.35
2013,1,Mahottari,206.75,0.19,22.9,49.8,0.36,90.26,7.77,0.23,4.63
2013,1,Sarlahi,5.19,0.11,16,56.5,0.46,49.26,7.47,0.76,26.15
2013,1,Rautahat,215.21,0.34,26,61.2,0.24,22.28,4.77,0.31,2.67
2013,1,Bara,17.96,0.18,35.4,81.6,0.25,143.31,13.14,0.82,21.92
2013,1,Parsa,345.46,0.08,18.5,81.5,0.28,34.46,6.26,0.09,0.6
2013,1,Chitwan,100.78,0.15,30.5,82.4,0.26,66.84,5.84,0.68,23.57
2013,1,Nawalparasi,205.8,0.31,18,87.7,0.76,61.92,11.19,0.21,3.74
2013,1,Rupandehi,203.46,0.25,17.7,85.9,0.43,130.82,3.76,0.42,9.42
2013,1,Kapilvastu,266.92,0.22,27.6,59.2,0.29,48.27,5.72,0.19,0.98
2013,1,Dang,366.21,0.2,27,62,0.3,115.68,9.28,0.06,0.44
2013,1,Banke,378.87,0.41,30.2,60.5,0.75,93.42,12.75,0.02,0.44
2013,1,Bardiya,34.7,0.45,18.8,54.5,0.35,41.2,6.39,0.28,6.73
2013,1,Kailali,240.44,0.45,16.2,71.9,0.67,36.64,2.26,0.22,3.44
2013,1,Kanchanpur,349.33,0.12,22.9,62.2,0.3,137.85,5.51,0.11,1.84
2013,2,Jhapa,357.9,0.27,36.5,51.5,0.76,80.01,9.57,0.09,0.85
2013,2,Morang,396.21,0.16,33,68,0.39,60.7,3.35,0,0.95
2013,2,Sunsari,97.93,0.11,20.2,43.8,0.35,85.53,7.02,0.59,9.23
2013,2,Saptari,214.41,0.37,28.2,65.3,0.78,32.89,12.67,0.33,2.41
2013,2,Siraha,208.64,0.26,22.5,69.4,0.39,102.14,2.58,0.37,4.88
2013,2,Dhanusha,289.84,0.19,20,48.3,0.33,30.64,3.17,0.19,0.02
2013,2,Mahottari,7.67,0.16,22,50.7,0.8,148.92,4.43,0.89,21.52
2013,2,Sarlahi,196.76,0.11,26.6,81.4,0.44,62.2,12.69,0.33,2.38
2013,2,Rautahat,395.16,0.14,35.4,87.1,0.52,96.89,13.65,0.01,0.89
2013,2,Bara,290.72,0.19,26.3,58.3,0.57,127.72,10.55,0.16,0.65
2013,2,Parsa,167.15,0.07,36.3,61,0.25,95.39,13.33,0.52,14.49
2013,2,Chitwan,320.05,0.37,16.4,67.3,0.45,109.83,7.49,0.13,0.97
2013,2,Nawalparasi,237.78,0.11,24.5,68.7,0.22,39.45,8.66,0.38,5.07
2013,2,Rupandehi,58.49,0.35,23.6,77.9,0.75,70.4,3.95,0.32,5.39
2013,2,Kapilvastu,227.12,0.2,23.2,65.1,0.29,64.31,2.38,0.2,4.55
2013,2,Dang,358.69,0.37,15.7,77.6,0.73,78.8,4.48,0.05,0.59
2013,2,Banke,129.15,0.15,18.7,63.5,0.49,32.14,12.21,0.64,22.45
2013,2,Bardiya,178.79,0.05,33.8,43.1,0.5,77.19,11.9,0.53,11.1
2013,2,Kailali,146.67,0.28,25.6,89.6,0.31,58.91,5.9,0.35,2.98
2013,2,Kanchanpur,130.48,0.13,33.9,69.8,0.45,77.7,9.14,0.63,23.83
2013,3,Jhapa,236.22,0.06,33.8,78.4,0.32,58,4.25,0.21,3.86
2013,3,Morang,233.46,0.35,30,55.2,0.26,59.19,8.59,0.18,0.79
2013,3,Sunsari,82.92,0.4,32.2,40.2,0.41,119.45,10.16,0.43,12.03
2013,3,Saptari,152.1,0.17,20,82.4,0.35,142.51,8.32,0.58,12.4
2013,3,Siraha,85.69,0.12,35.4,85.8,0.5,136.37,2.82,0.55,14.8
2013,3,Dhanusha,166.18,0.11,30.7,74.9,0.68,26.16,14.83,0.38,5.66
2013,3,Mahottari,128.56,0.11,24,73,0.33,84.24,12.16,0.55,13.53
2013,3,Sarlahi,174.37,0.1,37,78.5,0.36,56.12,10.39,0.5,8.79
2013,3,Rautahat,393.66,0.44,36,40.9,0.46,41.67,9.6,0.01,1.11
2013,3,Bara,78.5,0.05,19.2,81.5,0.48,71.13,6.8,0.64,23.66
2013,3,Parsa,270,0.42,25.2,82.1,0.36,35.95,10.74,0.16,0.47
2013,3,Chitwan,73.5,0.4,27.1,41.4,0.29,103.57,8.76,0.56,12.96
2013,3,Nawalparasi,159.7,0.36,27.8,52.6,0.37,140.72,5.09,0.24,6.23
2013,3,Rupandehi,141.86,0.41,26.7,48.6,0.61,146.91,12.18,0.33,4.46
2013,3,Kapilvastu,315.34,0.35,20.4,50.4,0.4,112.32,5.1,0.12,1.81
2013,3,Dang,281.39,0.4,16.7,89.8,0.47,98.93,10.79,0.11,0.59
2013,3,Banke,273.08,0.3,37.8,57.9,0.24,29.68,9.29,0.15,1.88
2013,3,Bardiya,38.68,0.17,30.5,54.8,0.73,32.26,9.02,0.78,19.46
2013,3,Kailali,266.93,0.27,36.3,66.8,0.22,81.1,4.51,0.25,7.41
2013,3,Kanchanpur,341.43,0.41,24.2,82.8,0.69,56.47,2.08,0.08,1.45
2013,4,Jhapa,47.76,0.06,23.1,60.3,0.43,30.04,12.58,0.75,21.57
2013,4,Morang,195.97,0.16,26.8,61.3,0.66,137.8,14.62,0.38,7.26
2013,4,Sunsari,396.01,0.17,15.2,86.2,0.66,43.2,2.68,0.01,1.78
2013,4,Saptari,316.72,0.09,32.9,75.2,0.71,137.69,9.07,0.14,1.42
2013,4,Siraha,304.9,0.33,29.9,56.9,0.53,82.3,14.95,0.12,1.04
2013,4,Dhanusha,35.31,0.36,19.9,87.2,0.52,32.45,10.05,0.68,26.13
2013,4,Mahottari,289.08,0.14,37.3,89.5,0.38,76.76,8.48,0.26,2.31
2013,4,Sarlahi,27.56,0.33,23.3,77.7,0.25,141.55,9.67,0.37,4.65
2013,4,Rautahat,96.15,0.35,34.1,82.3,0.46,94.35,14.63,0.45,13.12
2013,4,Bara,177.94,0.32,33,87.4,0.21,96.49,14.8,0.35,7.38
2013,4,Parsa,332.98,0.09,37.9,82.8,0.57,48.98,10.77,0.17,1.68
2013,4,Chitwan,44.93,0.42,36.2,41.9,0.21,137.04,14.31,0.55,10.09
2013,4,Nawalparasi,117.67,0.2,23,89.7,0.66,66.55,14.44,0.5,12.48
2013,4,Rupandehi,126.73,0.25,27.8,42.7,0.55,68.65,4.16,0.58,11.16
2013,4,Kapilvastu,42.54,0.41,21.4,43.5,0.25,101.06,2.98,0.29,2.09
2013,4,Dang,248.63,0.29,16,76.9,0.48,76.65,9.11,0.2,5.48
2013,4,Banke,113.12,0.22,33.2,66,0.75,135.87,8.21,0.4,14.76
2013,4,Bardiya,211.64,0.4,34.3,54.4,0.39,41.17,6.93,0.32,6.87
2013,4,Kailali,380.31,0.16,19.2,62,0.74,31.24,5.38,0.04,1.59
2013,4,Kanchanpur,238.04,0.18,26.4,82.5,0.32,94.66,7.3,0.21,4.98
2013,5,Jhapa,166.29,0.23,28.6,53.7,0.27,40.38,12.27,0.5,11.66
2013,5,Morang,273.88,0.09,33.9,62.1,0.79,68.58,8.57,0.22,5.14
2013,5,Sunsari,357.68,0.05,30,52,0.59,69.71,4.85,0.06,1.45
2013,5,Saptari,320.19,0.08,28,84.9,0.38,54.48,8.57,0.17,0.42
2013,5,Siraha,247.24,0.37,28.8,65.1,0.62,76.21,14.04,0.2,6.51
